Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr10_7779019_7780055,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,chr10_7779019,chr10_7780055
chr10_7802854_7807658,,,,,2.0,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,chr10_7802854,chr10_7807658
chr10_7807010_7807658,,,,11.0,,,,6.0,,,1.0,31.0,10.0,,,,,,,,,,,13.0,,,,,1.0,3.0,,20.0,chr10_7807010,chr10_7807658
chr10_80079307_80081639,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr10_80079307,chr10_80081639
chr10_80079692_80081639,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,chr10_80079692,chr10_80081639
chr10_80078786_80081840,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr10_80078786,chr10_80081840
chr10_80079184_80081840,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr10_80079184,chr10_80081840
chr10_80081734_80081840,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,chr10_80081734,chr10_80081840
chr10_80081741_80081840,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,chr10_80081741,chr10_80081840
chr10_80086258_80090379,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,chr10_80086258,chr10_80090379
chr10_80082204_80090379,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,chr10_80082204,chr10_80090379
chr10_84425893_84463932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,chr10_84425893,chr10_84463932
chr10_84438707_84463932,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr10_84438707,chr10_84463932
chr10_86467487_86470991,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,chr10_86467487,chr10_86470991
chr10_86467506_86470991,,3.0,,,,,,,,,,,23.0,,,,,,,15.0,,,38.0,,,,,1.0,9.0,,,,chr10_86467506,chr10_86470991
chr10_86472344_86473877,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr10_86472344,chr10_86473877
chr10_86472764_86473877,,9.0,,,,,,,,,,,,,,,,,,,,,25.0,,,,,4.0,21.0,,,,chr10_86472764,chr10_86473877
chr10_88275032_88314465,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr10_88275032,chr10_88314465
chr10_88285506_88314465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,chr10_88285506,chr10_88314465
chr10_88941911_88943796,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr10_88941911,chr10_88943796
chr10_88941869_88943796,250.0,181.0,,,156.0,,618.0,,106.0,,,,,116.0,,14.0,,,,,,330.0,,,,,,,,,,,chr10_88941869,chr10_88943796
chr10_88941390_88943796,,,,,,,62.0,,5.0,,,,,7.0,,,,,,,,,,,8.0,,,,,,,,chr10_88941390,chr10_88943796
chr10_89010600_89011998,,,,,,,,,,,,,,,,,,,110.0,75.0,,,,16.0,,,,,,,,,chr10_89010600,chr10_89011998
chr10_89010815_89011998,,,,,,,,,,,,,3.0,,,,,,,,,,17.0,,,,,,,,5.0,,chr10_89010815,chr10_89011998
chr10_89328078_89338660,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,120.0,,chr10_89328078,chr10_89338660
chr10_89332627_89338660,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,chr10_89332627,chr10_89338660
chr10_89392717_89402280,,,,,,,,,,,,,,,,,,41.0,,,,,19.0,,,,,,,,109.0,,chr10_89392717,chr10_89402280
chr10_89400003_89402280,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,chr10_89400003,chr10_89402280
chr10_92014029_92018782,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,chr10_92014029,chr10_92018782
chr10_92016465_92018782,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr10_92016465,chr10_92018782
chr10_95685636_95686494,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,chr10_95685636,chr10_95686494
chr10_95684624_95686494,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,chr10_95684624,chr10_95686494
chr10_96129992_96132585,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr10_96129992,chr10_96132585
chr10_96130752_96132585,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr10_96130752,chr10_96132585
chr10_96133648_96155325,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr10_96133648,chr10_96155325
chr10_96151566_96155325,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,chr10_96151566,chr10_96155325
chr10_96944245_96952102,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,chr10_96944245,chr10_96952102
chr10_96949295_96952102,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,5.0,,,,,,chr10_96949295,chr10_96952102
chr10_97388624_97390738,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr10_97388624,chr10_97390738
chr10_97390539_97390738,,,,,,,,,,,3.0,,,,,,,,,,,22.0,,,,,,,,,,,chr10_97390539,chr10_97390738
chr10_98156147_98162882,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,chr10_98156147,chr10_98162882
chr10_98134706_98162882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr10_98134706,chr10_98162882
chr10_996242_997207,,20.0,2.0,,,,,,,,,,9.0,,72.0,,,,19.0,30.0,,,20.0,43.0,,,4.0,,,3.0,,,chr10_996242,chr10_997207
chr10_996348_997207,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,chr10_996348,chr10_997207
chr11_103066567_103082747,,,,,9.0,,,,,,,,1.0,,,,,,,,9.0,,,,,,,,,,,,chr11_103066567,chr11_103082747
chr11_103081004_103082747,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_103081004,chr11_103082747
chr11_104951098_104954746,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,chr11_104951098,chr11_104954746
chr11_104952005_104954746,14.0,,,35.0,,4.0,,,,,,,,,163.0,,,51.0,56.0,119.0,3.0,,60.0,126.0,,14.0,,,,,56.0,,chr11_104952005,chr11_104954746
chr11_104952063_104954746,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_104952063,chr11_104954746
chr11_104955001_104968518,10.0,,,24.0,,,,,,,,,,,99.0,,,28.0,,66.0,,,18.0,64.0,,13.0,,,,,27.0,,chr11_104955001,chr11_104968518
chr11_104954998_104968518,,,,,,,,,,,,,,,,,,,,,,19.0,,31.0,,,,,,,,,chr11_104954998,chr11_104968518
chr11_10801774_10802048,23.0,22.0,,,8.0,4.0,21.0,23.0,29.0,,6.0,,5.0,,,6.0,,,10.0,,,46.0,17.0,,,,4.0,,,5.0,,,chr11_10801774,chr11_10802048
chr11_10801087_10802048,,,,,,,1.0,,,,4.0,,,,,,,,16.0,,,,2.0,,,,,,,,,,chr11_10801087,chr11_10802048
chr11_108009372_108033801,,,,,,,,,,,,24.0,3.0,,,,,,,,3.0,,,,,,,6.0,,3.0,,,chr11_108009372,chr11_108033801
chr11_108014215_108033801,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,chr11_108014215,chr11_108033801
chr11_108121678_108131906,,,,,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,33.0,,,,chr11_108121678,chr11_108131906
chr11_108127979_108131906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,chr11_108127979,chr11_108131906
chr11_111840809_111853379,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,chr11_111840809,chr11_111853379
chr11_111844723_111853379,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,chr11_111844723,chr11_111853379
chr11_112150206_112163905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,chr11_112150206,chr11_112163905
chr11_112155061_112163905,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,chr11_112155061,chr11_112163905
chr11_112226526_112228593,27.0,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,chr11_112226526,chr11_112228593
chr11_112217889_112228593,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,chr11_112217889,chr11_112228593
chr11_112228673_112230207,,,4.0,,,,8.0,3.0,,,,7.0,,,90.0,,,25.0,,48.0,,,18.0,45.0,,,,,18.0,,,,chr11_112228673,chr11_112230207
chr11_112229486_112230207,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,chr11_112229486,chr11_112230207
chr11_112228673_112230625,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,chr11_112228673,chr11_112230625
chr11_112230230_112230625,41.0,,6.0,,,3.0,18.0,14.0,8.0,,5.0,,,,104.0,,,54.0,,35.0,,,13.0,56.0,,,2.0,,,,,,chr11_112230230,chr11_112230625
chr11_113736822_113738263,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,chr11_113736822,chr11_113738263
chr11_113737703_113738263,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr11_113737703,chr11_113738263
chr11_114064568_114186951,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr11_114064568,chr11_114186951
chr11_114156434_114186951,,,,,,2.0,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,chr11_114156434,chr11_114186951
chr11_114296710_114297950,60.0,78.0,,,44.0,5.0,59.0,,,,,,37.0,40.0,136.0,97.0,,73.0,300.0,304.0,,110.0,292.0,,,93.0,,,,,145.0,,chr11_114296710,chr11_114297950
chr11_114262934_114297950,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_114262934,chr11_114297950
chr11_114298158_114312044,134.0,100.0,,,107.0,16.0,83.0,,,19.0,,,53.0,54.0,100.0,111.0,,131.0,298.0,328.0,,174.0,338.0,,,117.0,,5.0,,13.0,145.0,,chr11_114298158,chr11_114312044
chr11_114298194_114312044,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,chr11_114298194,chr11_114312044
chr11_114400767_114401697,,,,,,,6.0,3.0,,,,1.0,,,70.0,8.0,,,,,,,,,,,,2.0,,,,,chr11_114400767,chr11_114401697
chr11_114401008_114401697,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,chr11_114401008,chr11_114401697
chr11_114443933_114445978,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr11_114443933,chr11_114445978
chr11_114444652_114445978,,8.0,,,,,,,,,,,,,,,,56.0,,27.0,,,,33.0,,3.0,,,2.0,3.0,,,chr11_114444652,chr11_114445978
chr11_114449228_114449845,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,chr11_114449228,chr11_114449845
chr11_114447879_114449845,,,,,,,,,,,4.0,,,,,,,38.0,,56.0,,,2.0,31.0,,35.0,,12.0,,2.0,,,chr11_114447879,chr11_114449845
chr11_115198438_115209573,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_115198438,chr11_115209573
chr11_115178775_115209573,,18.0,,,,,,,4.0,,6.0,,,,,,,,,,2.0,,,,13.0,,,,,,29.0,,chr11_115178775,chr11_115209573
chr11_116787059_116787819,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,chr11_116787059,chr11_116787819
chr11_116787643_116787819,,4.0,,,,,,,,,,14.0,5.0,,,,,,,,8.0,,,,,,,,,,,,chr11_116787643,chr11_116787819
chr11_117189401_117190165,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,chr11_117189401,chr11_117190165
chr11_117190025_117190165,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,chr11_117190025,chr11_117190165
chr11_117199432_117203001,111.0,91.0,,,,,187.0,,19.0,,,,,28.0,,50.0,,,,,,113.0,,,9.0,,,,,,,,chr11_117199432,chr11_117203001
chr11_117199829_117203001,15.0,22.0,,,4.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_117199829,chr11_117203001
chr11_117200812_117203001,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,chr11_117200812,chr11_117203001
chr11_118557045_118559784,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,chr11_118557045,chr11_118559784
chr11_118557890_118559784,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr11_118557890,chr11_118559784
chr11_118650547_118655604,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,4.0,,,,,,chr11_118650547,chr11_118655604
chr11_118650193_118655604,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,chr11_118650193,chr11_118655604
chr11_118757287_118759921,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_118757287,chr11_118759921
chr11_118758902_118759921,19.0,,,,7.0,7.0,,7.0,,,,,,,,,,,32.0,,,,,,,,,,,,,,chr11_118758902,chr11_118759921
chr11_11842224_11884466,4.0,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,chr11_11842224,chr11_11884466
chr11_11880380_11884466,,19.0,,,,,5.0,,,,,,28.0,,,,,,,,,,,,,,,,4.0,1.0,,,chr11_11880380,chr11_11884466
chr11_119011283_119011938,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_119011283,chr11_119011938
chr11_119011311_119011938,,,,,,,,,5.0,,,,,,,,,,,,,,,,,80.0,,,,,,,chr11_119011311,chr11_119011938
chr11_119012003_119014993,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,chr11_119012003,chr11_119014993
chr11_119013262_119014993,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_119013262,chr11_119014993
chr11_119100843_119101017,,,,,,,,,,,2.0,,,,,,,,,,12.0,,,,,,,,,,,,chr11_119100843,chr11_119101017
chr11_119100750_119101017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr11_119100750,chr11_119101017
chr11_119100843_119101494,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_119100843,chr11_119101494
chr11_119101138_119101494,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,chr11_119101138,chr11_119101494
chr11_119131982_119132495,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,chr11_119131982,chr11_119132495
chr11_119132297_119132495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr11_119132297,chr11_119132495
chr11_120407823_120420752,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_120407823,chr11_120420752
chr11_120409450_120420752,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,chr11_120409450,chr11_120420752
chr11_124876932_124877518,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_124876932,chr11_124877518
chr11_124877309_124877518,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,chr11_124877309,chr11_124877518
chr11_124878436_124878583,,,,,,,,,,,,,,4.0,,7.0,,,23.0,,,5.0,,,,,,,,,,,chr11_124878436,chr11_124878583
chr11_124877658_124878583,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_124877658,chr11_124878583
chr11_125592918_125595880,,,,,,,,,,7.0,2.0,,,2.0,,,,12.0,10.0,,,,3.0,,,,,,,,,,chr11_125592918,chr11_125595880
chr11_125593725_125595880,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr11_125593725,chr11_125595880
chr11_126211830_126234994,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,chr11_126211830,chr11_126234994
chr11_126229293_126234994,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,chr11_126229293,chr11_126234994
chr11_126264539_126265736,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,chr11_126264539,chr11_126265736
chr11_126265440_126265736,,,,,,3.0,17.0,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,chr11_126265440,chr11_126265736
chr11_129892870_129894358,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,chr11_129892870,chr11_129894358
chr11_129892888_129894358,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,chr11_129892888,chr11_129894358
chr11_130110661_130120705,,1.0,,,,17.0,20.0,4.0,3.0,,,,,,,,,31.0,,,,13.0,,,,,,,,,,,chr11_130110661,chr11_130120705
chr11_130070082_130120705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_130070082,chr11_130120705
chr11_130122513_130126699,,2.0,,,,4.0,,,,,,2.0,6.0,,,,,,,,,,20.0,,,,,2.0,,12.0,,6.0,chr11_130122513,chr11_130126699
chr11_130123779_130126699,,,,,5.0,,,,,,,9.0,11.0,26.0,,,,93.0,,,,7.0,,,,,7.0,4.0,,,48.0,,chr11_130123779,chr11_130126699
chr11_134248484_134249166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,chr11_134248484,chr11_134249166
chr11_134248959_134249166,,,,13.0,,,,,,,10.0,21.0,,,,,,,,,,37.0,,,,,1.0,,17.0,,75.0,,chr11_134248959,chr11_134249166
chr11_13668806_13694758,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,12.0,,chr11_13668806,chr11_13694758
chr11_13671200_13694758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,chr11_13671200,chr11_13694758
chr11_17276828_17282788,,,,1.0,,,,,,,,,,,,,,,22.0,38.0,,,,21.0,,,,,,,40.0,,chr11_17276828,chr11_17282788
chr11_17276848_17282788,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,chr11_17276848,chr11_17282788
chr11_17282943_17286633,,,,,,,,,,,,,,,,,36.0,,,,,,17.0,63.0,,,,3.0,,,,,chr11_17282943,chr11_17286633
chr11_17276848_17286633,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,chr11_17276848,chr11_17286633
chr11_17286717_17295323,,,,,,,,,,,,,,,,,,,,,,,36.0,55.0,,,,,,,,,chr11_17286717,chr11_17295323
chr11_17286713_17295323,,,,,,,,,,,,,,,,,36.0,,,,,,,35.0,,,,,,,,,chr11_17286713,chr11_17295323
chr11_17282943_17295323,,12.0,,23.0,,6.0,,,,,,11.0,,,,,52.0,50.0,64.0,169.0,7.0,,36.0,90.0,,,,7.0,14.0,3.0,124.0,,chr11_17282943,chr11_17295323
chr11_17279011_17295323,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,chr11_17279011,chr11_17295323
chr11_17296211_17309571,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,chr11_17296211,chr11_17309571
chr11_17301870_17309571,,,,22.0,,,,,,,,6.0,,,,,50.0,76.0,27.0,208.0,,,45.0,163.0,,,,23.0,24.0,,168.0,,chr11_17301870,chr11_17309571
chr11_17430959_17432203,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_17430959,chr11_17432203
chr11_17431032_17432203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,chr11_17431032,chr11_17432203
chr11_17470222_17476628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,chr11_17470222,chr11_17476628
chr11_17475027_17476628,,,1.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_17475027,chr11_17476628
chr11_17959636_17988596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,chr11_17959636,chr11_17988596
chr11_17878244_17988596,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,chr11_17878244,chr11_17988596
chr11_18266296_18266883,97.0,,,,26.0,,70.0,2.0,38.0,,7.0,20.0,,,181.0,,,363.0,706.0,52.0,108.0,,,,177.0,,,,,,60.0,,chr11_18266296,chr11_18266883
chr11_18266443_18266883,,,,,,,,,,,,29.0,,,,,,14.0,15.0,,,,,,,,,,,,,,chr11_18266443,chr11_18266883
chr11_18266296_18269194,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,chr11_18266296,chr11_18269194
chr11_18266978_18269194,54.0,,,,7.0,,17.0,,8.0,,2.0,4.0,,,50.0,,,109.0,383.0,7.0,1.0,,,,104.0,,,,,,9.0,,chr11_18266978,chr11_18269194
chr11_1836861_1837191,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,chr11_1836861,chr11_1837191
chr11_1837090_1837191,,,,,4.0,,27.0,,1.0,,,,,121.0,,,,,,,,,,,,,,,,,,,chr11_1837090,chr11_1837191
chr11_19713833_19832483,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,chr11_19713833,chr11_19832483
chr11_19777517_19832483,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr11_19777517,chr11_19832483
chr11_27658462_27659170,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_27658462,chr11_27659170
chr11_27640005_27659170,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_27640005,chr11_27659170
chr11_28108452_28110165,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr11_28108452,chr11_28110165
chr11_28108454_28110165,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_28108454,chr11_28110165
chr11_2902364_2903213,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_2902364,chr11_2903213
chr11_2902447_2903213,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,chr11_2902447,chr11_2903213
chr11_2958544_2959769,17.0,,,74.0,,1.0,,,,7.0,5.0,19.0,4.0,,,,,,,,,,,34.0,,,,,23.0,8.0,,,chr11_2958544,chr11_2959769
chr11_2958638_2959769,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,chr11_2958638,chr11_2959769
chr11_2979237_2992253,1.0,,,4.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,7.0,,,,chr11_2979237,chr11_2992253
chr11_2989197_2992253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_2989197,chr11_2992253
chr11_3002174_3002540,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_3002174,chr11_3002540
chr11_3002053_3002540,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_3002053,chr11_3002540
chr11_3040984_3042164,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_3040984,chr11_3042164
chr11_3041440_3042164,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,chr11_3041440,chr11_3042164
chr11_32583929_32588593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,chr11_32583929,chr11_32588593
chr11_32587144_32588593,14.0,,,,9.0,8.0,,,,42.0,64.0,,1.0,,,,24.0,,,163.0,8.0,9.0,81.0,,,43.0,6.0,,8.0,11.0,,,chr11_32587144,chr11_32588593
chr11_32588732_32589546,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,chr11_32588732,chr11_32589546
chr11_32589135_32589546,,,,,,,,,,18.0,49.0,,10.0,,,,22.0,,,96.0,10.0,21.0,54.0,,,33.0,,,21.0,7.0,,,chr11_32589135,chr11_32589546
chr11_32593949_32595965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,chr11_32593949,chr11_32595965
chr11_32595013_32595965,,,,,,11.0,,,,13.0,14.0,,10.0,,,,12.0,,,63.0,5.0,13.0,42.0,,,19.0,9.0,,21.0,,,,chr11_32595013,chr11_32595965
chr11_32601822_32602278,8.0,,,,4.0,2.0,,,,,19.0,,6.0,,,,21.0,,,79.0,,,21.0,,,14.0,4.0,,2.0,3.0,,,chr11_32601822,chr11_32602278
chr11_32602114_32602278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,chr11_32602114,chr11_32602278
chr11_33112247_33141666,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,chr11_33112247,chr11_33141666
chr11_33108418_33141666,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr11_33108418,chr11_33141666
chr11_33710343_33717369,,,31.0,81.0,9.0,50.0,18.0,38.0,,,18.0,68.0,86.0,46.0,,,163.0,116.0,165.0,77.0,59.0,17.0,77.0,,39.0,79.0,69.0,5.0,20.0,,196.0,47.0,chr11_33710343,chr11_33717369
chr11_33711505_33717369,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,chr11_33711505,chr11_33717369
chr11_33722463_33736381,,,,,,,7.0,28.0,5.0,6.0,6.0,13.0,12.0,,,,11.0,,,,17.0,,,,,,7.0,3.0,,,,5.0,chr11_33722463,chr11_33736381
chr11_33731468_33736381,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,chr11_33731468,chr11_33736381
chr11_34490059_34505628,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,chr11_34490059,chr11_34505628
chr11_34493712_34505628,,,,,,,,5.0,,,10.0,,,,,,,,,,6.0,,,,,,,,,,,,chr11_34493712,chr11_34505628
chr11_34621228_34642627,,,3.0,,,7.0,,,,,,,6.0,,,,22.0,,,,5.0,,,,,,,,,,,,chr11_34621228,chr11_34642627
chr11_34642165_34642627,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_34642165,chr11_34642627
chr11_34966814_34970138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr11_34966814,chr11_34970138
chr11_34960518_34970138,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,chr11_34960518,chr11_34970138
chr11_35190065_35198120,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr11_35190065,chr11_35198120
chr11_35196874_35198120,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,10.0,chr11_35196874,chr11_35198120
chr11_35190065_35204511,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,chr11_35190065,chr11_35204511
chr11_35198246_35204511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,chr11_35198246,chr11_35204511
chr11_35201787_35204511,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,chr11_35201787,chr11_35204511
chr11_35198246_35208104,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr11_35198246,chr11_35208104
chr11_35206243_35208104,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_35206243,chr11_35208104
chr11_35190065_35214851,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,chr11_35190065,chr11_35214851
chr11_35211449_35214851,,,,,,,,,,,2.0,,41.0,,,,,,,,,,,,,,,,35.0,2.0,,1.0,chr11_35211449,chr11_35214851
chr11_36636117_36648015,,,,28.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,chr11_36636117,chr11_36648015
