Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr10_89392717_89402280,,,,,,,,,,,,,,,,,,41.0,,,,,19.0,,,,,,,,109.0,,chr10_89392717,chr10_89402280
chr10_91996570_91997079,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr10_91996570,chr10_91997079
chr10_91996570_91997602,,,,,5.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr10_91996570,chr10_91997602
chr10_92014029_92018782,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,chr10_92014029,chr10_92018782
chr10_92014029_92016339,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr10_92014029,chr10_92016339
chr10_93700106_93702173,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,chr10_93700106,chr10_93702173
chr10_93700106_93702374,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr10_93700106,chr10_93702374
chr10_95633049_95633490,,,10.0,,,,,,,,,12.0,,15.0,,,,,,,,,,,,,3.0,,,,,,chr10_95633049,chr10_95633490
chr10_95633049_95633496,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr10_95633049,chr10_95633496
chr10_95684624_95685555,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,chr10_95684624,chr10_95685555
chr10_95684624_95686494,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,chr10_95684624,chr10_95686494
chr10_96133648_96151415,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,chr10_96133648,chr10_96151415
chr10_96133648_96155325,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr10_96133648,chr10_96155325
chr10_96907747_96944112,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,chr10_96907747,chr10_96944112
chr10_96907747_96949007,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,chr10_96907747,chr10_96949007
chr10_97388624_97390738,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr10_97388624,chr10_97390738
chr10_97388624_97390422,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,chr10_97388624,chr10_97390422
chr10_98134706_98156092,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,chr10_98134706,chr10_98156092
chr10_98134706_98162882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr10_98134706,chr10_98162882
chr11_102076045_102081214,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,chr11_102076045,chr11_102081214
chr11_102076045_102083070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_102076045,chr11_102083070
chr11_102317571_102319876,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,chr11_102317571,chr11_102319876
chr11_102317571_102321836,,,,,,,,,,,1.0,,,,,,,31.0,60.0,20.0,,,,29.0,,32.0,,,,,11.0,,chr11_102317571,chr11_102321836
chr11_102317571_102325465,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,chr11_102317571,chr11_102325465
chr11_102448868_102450156,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,chr11_102448868,chr11_102450156
chr11_102448868_102452523,10.0,,,,4.0,,6.0,,,,,,,3.0,,,,,,26.0,,,,6.0,,,,,,,,,chr11_102448868,chr11_102452523
chr11_10465840_10508910,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,chr11_10465840,chr11_10508910
chr11_10465840_10507900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,chr11_10465840,chr11_10507900
chr11_104951098_104951895,15.0,13.0,,31.0,,2.0,,,,,,,,,226.0,,,67.0,100.0,119.0,,,135.0,175.0,,12.0,,,,,44.0,,chr11_104951098,chr11_104951895
chr11_104951098_104954746,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,chr11_104951098,chr11_104954746
chr11_105025600_105026225,,,,,,,,,,,,,,,,,,,,,,,3.0,32.0,,16.0,,,,,,,chr11_105025600,chr11_105026225
chr11_105025600_105122625,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,chr11_105025600,chr11_105122625
chr11_105753220_105756844,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_105753220,chr11_105756844
chr11_105753220_105862023,18.0,,,,,,15.0,,,,,,,,,,,,,,,26.0,,,,,,,,,,,chr11_105753220,chr11_105862023
chr11_105910545_105911875,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_105910545,chr11_105911875
chr11_105910545_105918711,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_105910545,chr11_105918711
chr11_10801087_10802048,,,,,,,1.0,,,,4.0,,,,,,,,16.0,,,,2.0,,,,,,,,,,chr11_10801087,chr11_10802048
chr11_10801087_10801660,32.0,35.0,,,,15.0,60.0,29.0,28.0,,,18.0,,,,,,,,,,58.0,14.0,,,,,,,,,,chr11_10801087,chr11_10801660
chr11_108121678_108127885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,chr11_108121678,chr11_108127885
chr11_108121678_108131906,,,,,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,33.0,,,,chr11_108121678,chr11_108131906
chr11_108541812_108543449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr11_108541812,chr11_108543449
chr11_108541812_108593417,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_108541812,chr11_108593417
chr11_111840809_111844600,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_111840809,chr11_111844600
chr11_111840809_111853379,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,chr11_111840809,chr11_111853379
chr11_111870370_111870774,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,chr11_111870370,chr11_111870774
chr11_111870370_111871351,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr11_111870370,chr11_111871351
chr11_111910449_111911523,10.0,,,42.0,7.0,,,,,,,,,33.0,88.0,19.0,,13.0,,,,10.0,11.0,,9.0,186.0,,,,,,,chr11_111910449,chr11_111911523
chr11_111910449_111910670,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_111910449,chr11_111910670
chr11_111911922_111913104,,,,,,,,,,,,,,,39.0,,,,,,,,,,,76.0,,,,,,,chr11_111911922,chr11_111913104
chr11_111911922_111913138,,,,,,,,,,,,,,,,,,36.0,,,,,14.0,,,,,,,,,,chr11_111911922,chr11_111913138
chr11_112085462_112085977,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,9.0,chr11_112085462,chr11_112085977
chr11_112085462_112086639,,,,,,,,,,,,,,,82.0,,,,,,,,,36.0,,420.0,,,,,,,chr11_112085462,chr11_112086639
chr11_112150206_112150996,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,chr11_112150206,chr11_112150996
chr11_112150206_112163905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,chr11_112150206,chr11_112163905
chr11_112228673_112230207,,,4.0,,,,8.0,3.0,,,,7.0,,,90.0,,,25.0,,48.0,,,18.0,45.0,,,,,18.0,,,,chr11_112228673,chr11_112230207
chr11_112228673_112230625,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,chr11_112228673,chr11_112230625
chr11_112233233_112233431,41.0,1.0,1.0,,,,17.0,,4.0,,,8.0,,,50.0,,,65.0,,53.0,,,37.0,38.0,,,,,,,,,chr11_112233233,chr11_112233431
chr11_112233233_112235848,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_112233233,chr11_112235848
chr11_114064568_114186951,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr11_114064568,chr11_114186951
chr11_114064568_114156336,,,11.0,,,8.0,32.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,15.0,,,chr11_114064568,chr11_114156336
chr11_114187038_114187385,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_114187038,chr11_114187385
chr11_114187038_114242166,,,5.0,,,,35.0,,2.0,,,,,,,,,,,,,,,,28.0,,3.0,,,2.0,,,chr11_114187038,chr11_114242166
chr11_114402915_114405705,,,,,,,,20.0,,,,4.0,,,280.0,28.0,,,,49.0,,,,,,,9.0,,,,,4.0,chr11_114402915,chr11_114405705
chr11_114402915_114405708,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_114402915,chr11_114405708
chr11_114443933_114444540,,20.0,,,,,,,,,,,14.0,,,,,95.0,,53.0,,,,67.0,,86.0,,4.0,5.0,3.0,,,chr11_114443933,chr11_114444540
chr11_114443933_114445978,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr11_114443933,chr11_114445978
chr11_116787059_116787481,,9.0,,,,,,,,,,25.0,,,,,,,,,,,30.0,,,,,,,,,,chr11_116787059,chr11_116787481
chr11_116787059_116787819,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,chr11_116787059,chr11_116787819
chr11_117189401_117190165,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,chr11_117189401,chr11_117190165
chr11_117189401_117189951,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_117189401,chr11_117189951
chr11_11842224_11880176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,chr11_11842224,chr11_11880176
chr11_11842224_11884466,4.0,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,chr11_11842224,chr11_11884466
chr11_118531871_118532149,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_118531871,chr11_118532149
chr11_118531871_118532245,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr11_118531871,chr11_118532245
chr11_118531871_118532264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_118531871,chr11_118532264
chr11_118650193_118650444,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr11_118650193,chr11_118650444
chr11_118650193_118655604,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,chr11_118650193,chr11_118655604
chr11_118757287_118758773,6.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_118757287,chr11_118758773
chr11_118757287_118759921,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_118757287,chr11_118759921
chr11_119012003_119014993,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,chr11_119012003,chr11_119014993
chr11_119012003_119012148,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_119012003,chr11_119012148
chr11_119100843_119101017,,,,,,,,,,,2.0,,,,,,,,,,12.0,,,,,,,,,,,,chr11_119100843,chr11_119101017
chr11_119100843_119101494,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_119100843,chr11_119101494
chr11_120407823_120409393,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,chr11_120407823,chr11_120409393
chr11_120407823_120420752,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_120407823,chr11_120420752
chr11_124649796_124651814,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,chr11_124649796,chr11_124651814
chr11_124649796_124654654,,,,,,,,,,,,,8.0,,,,,,,,,,24.0,,,,,,10.0,,,3.0,chr11_124649796,chr11_124654654
chr11_124877658_124877936,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,chr11_124877658,chr11_124877936
chr11_124877658_124878583,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_124877658,chr11_124878583
chr11_125489822_125496120,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_125489822,chr11_125496120
chr11_125489822_125495387,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,chr11_125489822,chr11_125495387
chr11_125592918_125593637,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_125592918,chr11_125593637
chr11_125592918_125595880,,,,,,,,,,7.0,2.0,,,2.0,,,,12.0,10.0,,,,3.0,,,,,,,,,,chr11_125592918,chr11_125595880
chr11_125894286_125895223,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,chr11_125894286,chr11_125895223
chr11_125894286_125895669,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,chr11_125894286,chr11_125895669
chr11_126264539_126264958,,,,,7.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_126264539,chr11_126264958
chr11_126264539_126265736,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,chr11_126264539,chr11_126265736
chr11_130070082_130109428,11.0,,1.0,,,9.0,27.0,,,,,,,,,,,42.0,17.0,,,4.0,1.0,,,,6.0,5.0,,,59.0,,chr11_130070082,chr11_130109428
chr11_130070082_130120705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_130070082,chr11_130120705
chr11_130122513_130126699,,2.0,,,,4.0,,,,,,2.0,6.0,,,,,,,,,,20.0,,,,,2.0,,12.0,,6.0,chr11_130122513,chr11_130126699
chr11_130122513_130123611,4.0,,,,,,,,,,,1.0,,15.0,,,,32.0,,,,,,,,,,,,,33.0,,chr11_130122513,chr11_130123611
chr11_130135715_130140397,,,,,,18.0,,3.0,,,,10.0,15.0,18.0,,,,54.0,20.0,,,4.0,20.0,,,,8.0,3.0,,8.0,34.0,,chr11_130135715,chr11_130140397
chr11_130135715_130137255,,,,,,,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,chr11_130135715,chr11_130137255
chr11_134248484_134248808,,,,21.0,,,,,,,,10.0,,,,,,,,,,10.0,,,,,,,5.0,,30.0,,chr11_134248484,chr11_134248808
chr11_134248484_134249166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,chr11_134248484,chr11_134249166
chr11_134252916_134253226,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,33.0,,chr11_134252916,chr11_134253226
chr11_134252916_134253298,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,chr11_134252916,chr11_134253298
chr11_134261890_134262131,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr11_134261890,chr11_134262131
chr11_134261890_134262519,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,chr11_134261890,chr11_134262519
chr11_13668806_13671112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,chr11_13668806,chr11_13671112
chr11_13668806_13694758,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,12.0,,chr11_13668806,chr11_13694758
chr11_14498985_14499741,,,,,,,,2.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,chr11_14498985,chr11_14499741
chr11_14498985_14499602,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,chr11_14498985,chr11_14499602
chr11_17276848_17282788,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,chr11_17276848,chr11_17282788
chr11_17276848_17286633,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,chr11_17276848,chr11_17286633
chr11_17282943_17286633,,,,,,,,,,,,,,,,,36.0,,,,,,17.0,63.0,,,,3.0,,,,,chr11_17282943,chr11_17286633
chr11_17282943_17295323,,12.0,,23.0,,6.0,,,,,,11.0,,,,,52.0,50.0,64.0,169.0,7.0,,36.0,90.0,,,,7.0,14.0,3.0,124.0,,chr11_17282943,chr11_17295323
chr11_17286717_17291239,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,chr11_17286717,chr11_17291239
chr11_17286717_17295323,,,,,,,,,,,,,,,,,,,,,,,36.0,55.0,,,,,,,,,chr11_17286717,chr11_17295323
chr11_17296211_17301743,,,,1.0,,,,,,,3.0,10.0,,,,,108.0,67.0,78.0,255.0,9.0,,51.0,188.0,,,,,4.0,,191.0,,chr11_17296211,chr11_17301743
chr11_17296211_17309571,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,chr11_17296211,chr11_17309571
chr11_17470222_17476628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,chr11_17470222,chr11_17476628
chr11_17470222_17474885,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_17470222,chr11_17474885
chr11_18248015_18248455,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,chr11_18248015,chr11_18248455
chr11_18248015_18248602,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,chr11_18248015,chr11_18248602
chr11_18266296_18266883,97.0,,,,26.0,,70.0,2.0,38.0,,7.0,20.0,,,181.0,,,363.0,706.0,52.0,108.0,,,,177.0,,,,,,60.0,,chr11_18266296,chr11_18266883
chr11_18266296_18269194,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,chr11_18266296,chr11_18269194
chr11_18317907_18321945,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,chr11_18317907,chr11_18321945
chr11_18317907_18322076,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr11_18317907,chr11_18322076
chr11_1836861_1839674,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_1836861,chr11_1839674
chr11_1836861_1837191,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,chr11_1836861,chr11_1837191
chr11_1836861_1836956,,,,,,,28.0,,54.0,,,,,74.0,,,,,,,,,,,,,,,,,,,chr11_1836861,chr11_1836956
chr11_19117276_19142977,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,chr11_19117276,chr11_19142977
chr11_19117276_19146180,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,chr11_19117276,chr11_19146180
chr11_19166385_19168824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr11_19166385,chr11_19168824
chr11_19166385_19170410,,,,,,,,,,,,,,,,,,,14.0,,,,,33.0,,,,,,1.0,,,chr11_19166385,chr11_19170410
chr11_247448_248708,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_247448,chr11_248708
chr11_247448_248775,,,,,,,18.0,11.0,,,,,,,,,,,,,1.0,3.0,22.0,,,,6.0,,8.0,13.0,,,chr11_247448,chr11_248775
chr11_27501920_27506316,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_27501920,chr11_27506316
chr11_27501920_27506715,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_27501920,chr11_27506715
chr11_27640005_27658237,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_27640005,chr11_27658237
chr11_27640005_27659170,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_27640005,chr11_27659170
chr11_2951809_2954526,,,,61.0,,6.0,,,6.0,3.0,,15.0,9.0,,,,,,,,,,,24.0,,,,,,4.0,,,chr11_2951809,chr11_2954526
chr11_2951809_2954300,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_2951809,chr11_2954300
chr11_3001248_3001969,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_3001248,chr11_3001969
chr11_3001248_3001961,13.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,chr11_3001248,chr11_3001961
chr11_32583929_32587011,11.0,,,,2.0,4.0,,,,12.0,23.0,,,,,,,,,54.0,3.0,,24.0,,,,,,18.0,,,,chr11_32583929,chr11_32587011
chr11_32583929_32588593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,chr11_32583929,chr11_32588593
chr11_32588732_32589011,,,,,1.0,12.0,,,,15.0,32.0,,12.0,,,,6.0,,,93.0,,12.0,21.0,,,11.0,1.0,,2.0,3.0,,,chr11_32588732,chr11_32589011
chr11_32588732_32589546,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,chr11_32588732,chr11_32589546
chr11_32593949_32594913,,,,,1.0,6.0,,,,,,,,,,,5.0,,,127.0,,1.0,36.0,,,63.0,,,19.0,,,,chr11_32593949,chr11_32594913
chr11_32593949_32595965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,chr11_32593949,chr11_32595965
chr11_32601822_32602078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,chr11_32601822,chr11_32602078
chr11_32601822_32602278,8.0,,,,4.0,2.0,,,,,19.0,,6.0,,,,21.0,,,79.0,,,21.0,,,14.0,4.0,,2.0,3.0,,,chr11_32601822,chr11_32602278
chr11_33722463_33731423,,,,38.0,,,,,,,,,22.0,8.0,,,22.0,,26.0,,,15.0,,,,,,,,,,5.0,chr11_33722463,chr11_33731423
chr11_33722463_33736381,,,,,,,7.0,28.0,5.0,6.0,6.0,13.0,12.0,,,,11.0,,,,17.0,,,,,,7.0,3.0,,,,5.0,chr11_33722463,chr11_33736381
chr11_33731468_33736381,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,chr11_33731468,chr11_33736381
chr11_33731468_33733494,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,chr11_33731468,chr11_33733494
chr11_34490059_34493478,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,chr11_34490059,chr11_34493478
chr11_34490059_34505628,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,chr11_34490059,chr11_34505628
chr11_34642727_34646438,,,7.0,27.0,,17.0,,11.0,,8.0,2.0,,19.0,,,,23.0,,,,21.0,,,,,,,,,,,,chr11_34642727,chr11_34646438
chr11_34642727_34646570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,chr11_34642727,chr11_34646570
chr11_34649081_34649714,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,chr11_34649081,chr11_34649714
chr11_34649081_34651541,,,,28.0,,21.0,,,,16.0,,,24.0,,,,31.0,,,,7.0,,,,,,1.0,,8.0,,,,chr11_34649081,chr11_34651541
chr11_34960518_34966639,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,chr11_34960518,chr11_34966639
chr11_34960518_34970138,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,chr11_34960518,chr11_34970138
chr11_35190065_35214851,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,chr11_35190065,chr11_35214851
chr11_35190065_35204511,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,chr11_35190065,chr11_35204511
chr11_35190065_35196745,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,chr11_35190065,chr11_35196745
chr11_35190065_35198120,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr11_35190065,chr11_35198120
chr11_35190065_35200645,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr11_35190065,chr11_35200645
chr11_35198246_35204511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,chr11_35198246,chr11_35204511
chr11_35198246_35208104,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr11_35198246,chr11_35208104
chr11_36610239_36633283,,,,28.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,chr11_36610239,chr11_36633283
chr11_36610239_36648015,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,chr11_36610239,chr11_36648015
chr11_3753408_3760538,,,,,,,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,,,,chr11_3753408,chr11_3760538
chr11_3753408_3760562,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,chr11_3753408,chr11_3760562
chr11_3753408_3760487,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,23.0,,,,chr11_3753408,chr11_3760487
chr11_43414776_43436163,,,,,,4.0,,,,,6.0,,20.0,,,,,,,,,7.0,4.0,,,,9.0,,,,,,chr11_43414776,chr11_43436163
chr11_43414776_43443324,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr11_43414776,chr11_43443324
chr11_43444209_43445930,,,,,,,,,,16.0,,,21.0,,,23.0,,,,,,,,,,,,,,,,4.0,chr11_43444209,chr11_43445930
chr11_43444209_43448001,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,,chr11_43444209,chr11_43448001
chr11_44232496_44234114,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,chr11_44232496,chr11_44234114
chr11_44232496_44244148,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_44232496,chr11_44244148
chr11_46936851_47052387,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr11_46936851,chr11_47052387
chr11_46936851_46987207,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_46936851,chr11_46987207
chr11_47172333_47173425,,,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_47172333,chr11_47173425
chr11_47172333_47172709,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr11_47172333,chr11_47172709
chr11_47482856_47483452,,,,,,,,8.0,,,1.0,4.0,,,,,,,,,1.0,,,,,,9.0,,,,,,chr11_47482856,chr11_47483452
chr11_47482856_47484388,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,chr11_47482856,chr11_47484388
chr11_47489024_47500860,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr11_47489024,chr11_47500860
chr11_47489024_47552991,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,chr11_47489024,chr11_47552991
chr11_47565986_47569699,,,,,,3.0,,,,,,,,,,,,,,,,7.0,,,,,,8.0,,,,,chr11_47565986,chr11_47569699
chr11_47565986_47571470,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,43.0,,chr11_47565986,chr11_47571470
chr11_502181_504823,,,,,,,,,,18.0,,,,,,,,,,,4.0,,,,,,,,,,,,chr11_502181,chr11_504823
chr11_502181_507112,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_502181,chr11_507112
chr11_502249_507112,,,,,,2.0,9.0,,,6.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,chr11_502249,chr11_507112
chr11_502249_504823,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr11_502249,chr11_504823
chr11_57560432_57567584,18.0,,,,,,,,,,,,5.0,,,,,5.0,,,,7.0,,,,,,,3.0,,,,chr11_57560432,chr11_57567584
chr11_57560432_57567848,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,chr11_57560432,chr11_57567848
chr11_57737668_57737835,,13.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,chr11_57737668,chr11_57737835
chr11_57737668_57737912,1.0,,,,,,,,,,,3.0,,,,,,,,,,5.0,,,,,,,,,,,chr11_57737668,chr11_57737912
